name,seqid,value,gain
# Integration time: 400ms
# Taking 20 measurements each
# Captured with the code version:
# https://github.com/diy-fluorometer/aolw2018-capetown/tree/master/code/gainTest, commit 1150cda
# All samples had a volume of 50ul. All samples had 10ul of dye stock,
# prepared by mixing 1ul of GelGreen 10000X and 99ul of water.
# DNA used was BIORON 50bp DNA ladder (free of loading dye)
# Samples were diluted with bottled water.
# Samples had already been sitting for 24 hours.
# The 56 Ohm resistor was removed from the LED
# DNA concentrations:
# TU1: 160    ug/ml
# TU2:  80    ug/ml
# TU3:  40    ug/ml
# TU4:  20    ug/ml
# TU5:  10    ug/ml
# TU6:   5    ug/ml
# TU7:   2.5  ug/ml
# TU8:   1.25 ug/ml
TU5,18,7490,HIGH
TU5,18,434,MED
TU5,18,18,LOW
TU5,19,7487,HIGH
TU5,19,435,MED
TU5,19,18,LOW
TU5,20,7492,HIGH
TU5,20,435,MED
TU5,20,18,LOW
TU6,1,6323,HIGH
TU6,1,369,MED
TU6,1,15,LOW
TU6,2,6357,HIGH
TU6,2,370,MED
TU6,2,15,LOW
TU6,3,6374,HIGH
TU6,3,371,MED
TU6,3,15,LOW
TU6,4,6385,HIGH
TU6,4,372,MED
TU6,4,15,LOW
TU6,5,6394,HIGH
TU6,5,372,MED
TU6,5,15,LOW
TU6,6,6401,HIGH
TU6,6,372,MED
TU6,6,15,LOW
TU6,7,6404,HIGH
TU6,7,372,MED
TU6,7,15,LOW
TU6,8,6412,HIGH
TU6,8,373,MED
TU6,8,15,LOW
TU6,9,6417,HIGH
TU6,9,374,MED
TU6,9,15,LOW
TU6,10,6420,HIGH
TU6,10,374,MED
TU6,10,15,LOW
TU6,11,6424,HIGH
TU6,11,374,MED
TU6,11,15,LOW
TU6,12,6427,HIGH
TU6,12,374,MED
TU6,12,15,LOW
TU6,13,6430,HIGH
TU6,13,374,MED
TU6,13,15,LOW
TU6,14,6432,HIGH
TU6,14,374,MED
TU6,14,15,LOW
TU6,15,6435,HIGH
TU6,15,374,MED
TU6,15,15,LOW
TU6,16,6437,HIGH
TU6,16,375,MED
TU6,16,15,LOW
TU6,17,6438,HIGH
TU6,17,374,MED
TU6,17,15,LOW
TU6,18,6441,HIGH
TU6,18,375,MED
TU6,18,15,LOW
TU6,19,6444,HIGH
TU6,19,375,MED
TU6,19,15,LOW
TU6,20,6445,HIGH
TU6,20,375,MED
TU6,20,15,LOW
TU7,1,6810,HIGH
TU7,1,397,MED
TU7,1,16,LOW
TU7,2,6842,HIGH
TU7,2,398,MED
TU7,2,16,LOW
TU7,3,6857,HIGH
TU7,3,399,MED
TU7,3,16,LOW
TU7,4,6866,HIGH
TU7,4,400,MED
TU7,4,16,LOW
TU7,5,6874,HIGH
TU7,5,401,MED
TU7,5,16,LOW
TU7,6,6878,HIGH
TU7,6,400,MED
TU7,6,16,LOW
TU7,7,6881,HIGH
TU7,7,400,MED
TU7,7,16,LOW
TU7,8,6885,HIGH
TU7,8,401,MED
TU7,8,16,LOW
TU7,9,6887,HIGH
TU7,9,401,MED
TU7,9,16,LOW
TU7,10,6889,HIGH
TU7,10,401,MED
TU7,10,16,LOW
TU7,11,6890,HIGH
TU7,11,401,MED
TU7,11,16,LOW
TU7,12,6892,HIGH
TU7,12,401,MED
TU7,12,16,LOW
TU7,13,6893,HIGH
TU7,13,401,MED
TU7,13,16,LOW
TU7,14,6893,HIGH
TU7,14,401,MED
TU7,14,16,LOW
TU7,15,6894,HIGH
TU7,15,402,MED
TU7,15,16,LOW
TU7,16,6895,HIGH
TU7,16,402,MED
TU7,16,16,LOW
TU7,17,6895,HIGH
TU7,17,402,MED
TU7,17,16,LOW
TU7,18,6896,HIGH
TU7,18,401,MED
TU7,18,16,LOW
TU7,19,6896,HIGH
TU7,19,402,MED
TU7,19,16,LOW
TU7,20,6896,HIGH
TU7,20,401,MED
TU7,20,16,LOW
TU8,1,7305,HIGH
TU8,1,425,MED
TU8,1,17,LOW
TU8,2,7338,HIGH
TU8,2,426,MED
TU8,2,17,LOW
TU8,3,7362,HIGH
TU8,3,428,MED
TU8,3,17,LOW
TU8,4,7375,HIGH
TU8,4,429,MED
TU8,4,17,LOW
TU8,5,7383,HIGH
TU8,5,429,MED
TU8,5,17,LOW
TU8,6,7390,HIGH
TU8,6,430,MED
TU8,6,17,LOW
TU8,7,7393,HIGH
