name,seqid,value,gain
# Integration time: 400ms
# Taking 20 measurements each
# Captured with the code version:
# https://github.com/diy-fluorometer/aolw2018-capetown/tree/master/code/gainTest, commit 1150cda
# All samples had a volume of 50ul. All samples had 10ul of dye stock,
# prepared by mixing 1ul of GelGreen 10000X and 99ul of water.
# DNA used was BIORON 50bp DNA ladder (free of loading dye)
# Samples were diluted with bottled water.
# DNA concentrations:
# TU1: 160    ug/ml
# TU2:  80    ug/ml
# TU3:  40    ug/ml
# TU4:  20    ug/ml
# TU5:  10    ug/ml
# TU6:   5    ug/ml
# TU7:   2.5  ug/ml
# TU8:   1.25 ug/ml
TU3,13,9027,HIGH
TU3,13,528,MED
TU3,13,22,LOW
TU3,14,9009,HIGH
TU3,14,526,MED
TU3,14,21,LOW
TU3,15,8990,HIGH
TU3,15,526,MED
TU3,15,21,LOW
TU3,16,8971,HIGH
TU3,16,523,MED
TU3,16,21,LOW
TU3,17,8954,HIGH
TU3,17,523,MED
TU3,17,21,LOW
TU3,18,8938,HIGH
TU3,18,522,MED
TU3,18,21,LOW
TU3,19,8922,HIGH
TU3,19,522,MED
TU3,19,21,LOW
TU3,20,8906,HIGH
TU3,20,520,MED
TU3,20,21,LOW
TU4,1,5728,HIGH
TU4,1,336,MED
TU4,1,14,LOW
TU4,2,5706,HIGH
TU4,2,334,MED
TU4,2,13,LOW
TU4,3,5692,HIGH
TU4,3,334,MED
TU4,3,13,LOW
TU4,4,5680,HIGH
TU4,4,334,MED
TU4,4,13,LOW
TU4,5,5670,HIGH
TU4,5,333,MED
TU4,5,13,LOW
TU4,6,5652,HIGH
TU4,6,333,MED
TU4,6,13,LOW
TU4,7,5654,HIGH
TU4,7,332,MED
TU4,7,13,LOW
TU4,8,5646,HIGH
TU4,8,331,MED
TU4,8,13,LOW
TU4,9,5640,HIGH
TU4,9,331,MED
TU4,9,13,LOW
TU4,10,5633,HIGH
TU4,10,330,MED
TU4,10,13,LOW
TU4,11,5623,HIGH
TU4,11,330,MED
TU4,11,13,LOW
TU4,12,5621,HIGH
TU4,12,330,MED
TU4,12,13,LOW
TU4,13,5615,HIGH
TU4,13,329,MED
TU4,13,13,LOW
TU4,14,5609,HIGH
TU4,14,328,MED
TU4,14,13,LOW
TU4,15,5604,HIGH
TU4,15,329,MED
TU4,15,13,LOW
TU4,16,5599,HIGH
TU4,16,329,MED
TU4,16,13,LOW
TU4,17,5594,HIGH
TU4,17,329,MED
TU4,17,13,LOW
TU4,18,5591,HIGH
TU4,18,329,MED
TU4,18,13,LOW
TU4,19,5587,HIGH
TU4,19,328,MED
TU4,19,13,LOW
TU4,20,5584,HIGH
TU4,20,328,MED
TU4,20,13,LOW
TU5,1,5563,HIGH
TU5,1,323,MED
TU5,1,13,LOW
TU5,2,5556,HIGH
TU5,2,323,MED
TU5,2,13,LOW
TU5,3,5551,HIGH
TU5,3,323,MED
TU5,3,13,LOW
TU5,4,5543,HIGH
TU5,4,322,MED
TU5,4,13,LOW
TU5,5,5541,HIGH
TU5,5,322,MED
TU5,5,13,LOW
TU5,6,5536,HIGH
TU5,6,321,MED
TU5,6,13,LOW
TU5,7,5531,HIGH
TU5,7,321,MED
TU5,7,13,LOW
TU5,8,5525,HIGH
TU5,8,321,MED
TU5,8,13,LOW
TU5,9,5521,HIGH
TU5,9,321,MED
TU5,9,13,LOW
TU5,10,5517,HIGH
TU5,10,320,MED
TU5,10,13,LOW
TU5,11,5512,HIGH
TU5,11,320,MED
TU5,11,13,LOW
TU5,12,5508,HIGH
TU5,12,319,MED
TU5,12,13,LOW
TU5,13,5503,HIGH
TU5,13,319,MED
TU5,13,13,LOW
TU5,14,5500,HIGH
TU5,14,320,MED
TU5,14,13,LOW
TU5,15,5495,HIGH
TU5,15,319,MED
TU5,15,13,LOW
TU5,16,5492,HIGH
TU5,16,319,MED
TU5,16,13,LOW
TU5,17,5488,HIGH
TU5,17,319,MED
TU5,17,13,LOW
TU5,18,5484,HIGH
TU5,18,319,MED
TU5,18,13,LOW
TU5,19,5480,HIGH
TU5,19,319,MED
TU5,19,13,LOW
TU5,20,5477,HIGH
TU5,20,318,MED
TU5,20,13,LOW
TU6,1,5260,HIGH
TU6,1,307,MED
TU6,1,12,LOW
TU6,2,5266,HIGH
TU6,2,307,MED
TU6,2,12,LOW
TU6,3,5267,HIGH
TU6,3,308,MED
TU6,3,12,LOW
TU6,4,5267,HIGH
TU6,4,308,MED
TU6,4,12,LOW
TU6,5,5266,HIGH
TU6,5,308,MED
TU6,5,12,LOW
TU6,6,5266,HIGH
TU6,6,308,MED
TU6,6,12,LOW
TU6,7,5265,HIGH
TU6,7,308,MED
TU6,7,12,LOW
TU6,8,5264,HIGH
TU6,8,307,MED
TU6,8,12,LOW
