name,seqid,value,gain
# Integration time: 400ms
# Taking 20 measurements each
# Captured with the code version:
# https://github.com/diy-fluorometer/aolw2018-capetown/tree/master/code/gainTest, commit 1150cda
# All samples had a volume of 50ul. All samples had 10ul of dye stock,
# prepared by mixing 1ul of GelGreen 10000X and 99ul of water.
# DNA used in the MS sample was extracted from Robert's mouth swab with QuickExtract
# 300ul of QE + four mouth swabs
# TU1, TU3, TU4 and ctrl_dye_water were from previous experiment
# emptybox, ctrl_dye_water, ctrl_dye_qe, TU1, TU3, TU4, MS2
# started at 17:19pm
# CHANGED THE FILTERS from acrylic 510nm to dichroic + glass
TU5,7,742,HIGH
TU5,7,43,MED
TU5,7,1,LOW
TU5,8,17148,MAX
TU5,8,743,HIGH
TU5,8,43,MED
TU5,8,2,LOW
TU5,9,17160,MAX
TU5,9,743,HIGH
TU5,9,43,MED
TU5,9,1,LOW
TU5,10,17175,MAX
TU5,10,744,HIGH
TU5,10,43,MED
TU5,10,2,LOW
TU5,11,17184,MAX
TU5,11,744,HIGH
TU5,11,43,MED
TU5,11,1,LOW
TU5,12,17203,MAX
TU5,12,745,HIGH
TU5,12,43,MED
TU5,12,1,LOW
TU5,13,17217,MAX
TU5,13,745,HIGH
TU5,13,42,MED
TU5,13,2,LOW
TU5,14,17181,MAX
TU5,14,746,HIGH
TU5,14,43,MED
TU5,14,1,LOW
TU5,15,17239,MAX
TU5,15,746,HIGH
TU5,15,43,MED
TU5,15,1,LOW
TU5,16,17253,MAX
TU5,16,747,HIGH
TU5,16,43,MED
TU5,16,1,LOW
TU5,17,17262,MAX
TU5,17,747,HIGH
TU5,17,43,MED
TU5,17,2,LOW
TU5,18,17271,MAX
TU5,18,748,HIGH
TU5,18,43,MED
TU5,18,1,LOW
TU5,19,17285,MAX
TU5,19,748,HIGH
TU5,19,43,MED
TU5,19,1,LOW
TU5,20,17298,MAX
TU5,20,749,HIGH
TU5,20,43,MED
TU5,20,1,LOW
TU6,1,16381,MAX
TU6,1,712,HIGH
TU6,1,41,MED
TU6,1,2,LOW
TU6,2,16534,MAX
TU6,2,716,HIGH
TU6,2,41,MED
TU6,2,2,LOW
TU6,3,16578,MAX
TU6,3,718,HIGH
TU6,3,42,MED
TU6,3,2,LOW
TU6,4,16567,MAX
TU6,4,718,HIGH
TU6,4,42,MED
TU6,4,2,LOW
TU6,5,16614,MAX
TU6,5,719,HIGH
TU6,5,41,MED
TU6,5,1,LOW
TU6,6,16634,MAX
TU6,6,720,HIGH
TU6,6,42,MED
TU6,6,2,LOW
TU6,7,16643,MAX
TU6,7,720,HIGH
TU6,7,42,MED
TU6,7,1,LOW
TU6,8,16653,MAX
TU6,8,721,HIGH
TU6,8,41,MED
TU6,8,2,LOW
TU6,9,16666,MAX
TU6,9,721,HIGH
TU6,9,42,MED
TU6,9,1,LOW
TU6,10,16669,MAX
TU6,10,721,HIGH
TU6,10,42,MED
TU6,10,1,LOW
TU6,11,16679,MAX
TU6,11,722,HIGH
TU6,11,42,MED
TU6,11,1,LOW
TU6,12,16690,MAX
TU6,12,722,HIGH
TU6,12,42,MED
TU6,12,1,LOW
TU6,13,16693,MAX
TU6,13,723,HIGH
TU6,13,42,MED
TU6,13,1,LOW
TU6,14,16708,MAX
TU6,14,723,HIGH
TU6,14,42,MED
TU6,14,1,LOW
TU6,15,16712,MAX
TU6,15,723,HIGH
TU6,15,42,MED
TU6,15,1,LOW
TU6,16,16724,MAX
TU6,16,724,HIGH
TU6,16,42,MED
TU6,16,2,LOW
TU6,17,16728,MAX
TU6,17,723,HIGH
TU6,17,42,MED
TU6,17,1,LOW
TU6,18,16733,MAX
TU6,18,724,HIGH
TU6,18,42,MED
TU6,18,1,LOW
TU6,19,16739,MAX
TU6,19,725,HIGH
TU6,19,42,MED
TU6,19,1,LOW
TU6,20,16749,MAX
TU6,20,725,HIGH
TU6,20,42,MED
TU6,20,1,LOW
TU7,1,16162,MAX
TU7,1,703,HIGH
TU7,1,41,MED
TU7,1,1,LOW
TU7,2,16275,MAX
TU7,2,705,HIGH
TU7,2,41,MED
TU7,2,1,LOW
TU7,3,16287,MAX
